chrom	start	end	gene	strand	fixed_alu	category	tss	gene_density	recomb_cM_Mb
chr15	73049710	73053710	NEO1	+	0	HighConfNDD	73051710	6.0	0.2880465702283175
chr15	73681966	73685966	CD276	+	1	HighConfNDD	73683966	11.0	0.6941627827201557
chr15	75453842	75457842	SIN3A	-	1	HighConfNDD	75455842	17.0	0.012041894418644006
chr15	78129535	78133535	CIB2	-	2	HighConfNDD	78131535	13.0	0.6262406151950017
chr15	80402350	80406350	ARNT2	+	0	HighConfNDD	80404350	7.0	1.3519200613116311
chr15	82708112	82712112	AP3B2	-	0	HighConfNDD	82710112	15.0	0.2158891176470945
chr15	88254791	88258791	NTRK3	-	0	HighConfNDD	88256791	6.0	3.640812264445117
chr15	90350284	90354284	ZNF774	+	4	HighConfNDD	90352284	16.0	0.5816186378405064
chr15	92391881	92395881	ST8SIA2	+	0	HighConfNDD	92393881	2.0	2.5149962820296423
chr15	92884203	92888203	CHD2	+	0	HighConfNDD	92886203	3.0	0.6015447334320356
chr16	136677	140677	NPRL3	-	6	HighConfNDD	138677	28.0	0.99755864651315
chr16	634366	638366	METTL26	-	0	HighConfNDD	636366	45.0	0.4920784408188983
chr16	1151103	1155103	CACNA1H	+	1	HighConfNDD	1153103	39.0	4.744333844724089
chr16	1704166	1708166	MAPK8IP3	+	3	HighConfNDD	1706166	49.0	0.17802021289210046
chr16	2045967	2049967	TSC2	+	4	HighConfNDD	2047967	50.0	3.243676883553972
chr16	2153698	2157698	TRAF7	+	1	HighConfNDD	2155698	47.0	1.1536714990013586
chr16	2194605	2198605	CASKIN1	-	1	HighConfNDD	2196605	47.0	1.2260832400261545
chr16	2750626	2754626	SRRM2	+	4	HighConfNDD	2752626	40.0	3.0449691960842884
chr16	3878713	3882713	CREBBP	-	1	HighConfNDD	3880713	16.0	1.5843228176596469
chr16	4800880	4804880	ROGDI	-	0	HighConfNDD	4802880	27.0	1.3871957051900807
chr16	5237802	5241802	RBFOX1	+	0	HighConfNDD	5239802	12.0	1.754709241727923
chr16	8672596	8676596	ABAT	+	1	HighConfNDD	8674596	8.0	2.4380943308910474
chr16	8973328	8977328	USP7	-	4	HighConfNDD	8975328	8.0	2.3532445560875814
chr16	10181337	10185337	GRIN2A	-	1	HighConfNDD	10183337	2.0	1.1963089413765715
chr16	14069319	14073319	MRTFB	+	2	HighConfNDD	14071319	1.0	0.9297498484561828
chr16	19165971	19169971	SYT17	+	3	HighConfNDD	19167971	12.0	5.509252011524737
chr16	21157441	21161441	DNAH3	-	1	HighConfNDD	21159441	13.0	0.6106218682411679
chr16	23833983	23837983	PRKCB	+	0	HighConfNDD	23835983	11.0	0.5569327918935585
chr16	28493575	28497575	CLN3	-	1	HighConfNDD	28495575	25.0	0.12869060659568277
chr16	29809382	29813382	PRRT2	+	0	HighConfNDD	29811382	39.0	0.5746587703956152
chr16	29897550	29901550	SEZ6L2	-	0	HighConfNDD	29899550	44.0	0.49135268448409875
chr16	29924236	29928236	KCTD13	-	3	HighConfNDD	29926236	44.0	0.40137379331930845
chr16	29971868	29975868	TAOK2	+	0	HighConfNDD	29973868	43.0	0.060147080466208536
chr16	30121506	30125506	MAPK3	-	5	HighConfNDD	30123506	49.0	0.5744612118976278
chr16	30180827	30184827	CORO1A	+	3	HighConfNDD	30182827	50.0	0.6691649996501781
chr16	30696209	30700209	SRCAP	+	4	HighConfNDD	30698209	45.0	0.09421744545250021
chr16	30955294	30959294	SETD1A	+	3	HighConfNDD	30957294	43.0	0.1130195915279586
chr16	31008638	31012638	STX1B	-	3	HighConfNDD	31010638	46.0	0.1046632801502767
chr16	31104107	31108107	BCKDK	+	4	HighConfNDD	31106107	41.0	0.42186209080334436
chr16	56187660	56191660	GNAO1	+	1	HighConfNDD	56189660	18.0	0.06242112994357285
chr16	58627885	58631885	CNOT1	-	3	HighConfNDD	58629885	8.0	0.6755474730353228
chr16	62035035	62039035	CDH8	-	0	HighConfNDD	62037035	0.0	0.34245205676810997
chr16	65124112	65128112	CDH11	-	0	HighConfNDD	65126112	0.0	0.8582846438962122
chr16	67560467	67564467	CTCF	+	1	HighConfNDD	67562467	47.0	0.2731042906749792
chr16	69406571	69410571	TERF2	-	6	HighConfNDD	69408571	19.0	0.6478263002206575
chr16	70521791	70525791	SF3B3	+	7	HighConfNDD	70523791	13.0	0.05643703624343743
chr16	71228722	71232722	HYDIN	-	0	HighConfNDD	71230722	11.0	0.12953183180755445
chr16	76275278	76279278	CNTNAP4	+	1	HighConfNDD	76277278	1.0	1.763734792075553
chr16	78097400	78101400	WWOX	+	5	HighConfNDD	78099400	3.0	0.6790239298709366
chr16	81442808	81446808	CMIP	+	0	HighConfNDD	81444808	12.0	3.638349064330697
chr16	82624965	82628965	CDH13	+	0	HighConfNDD	82626965	1.0	5.708137119820975
chr16	84185070	84189070	TAF1C	-	6	HighConfNDD	84187070	15.0	3.6836464122738732
chr16	87867507	87871507	SLC7A5	-	1	HighConfNDD	87869507	7.0	4.09425153058379
chr16	89488561	89492561	ANKRD11	-	2	HighConfNDD	89490561	22.0	0.14527444603288586
chr16	89655738	89659738	CHMP1A	-	6	HighConfNDD	89657738	24.0	0.8377292697326766
chr17	1398222	1402222	YWHAE	-	6	HighConfNDD	1400222	19.0	0.29388154552524526
chr17	2301785	2305785	SMG6	-	6	HighConfNDD	2303785	15.0	0.40824985193571806
chr17	2399104	2403104	MNT	-	0	HighConfNDD	2401104	13.0	1.284141823776217
chr17	3694194	3698194	P2RX5-TAX1BP3	-	2	HighConfNDD	3696194	26.0	1.885331953476097
chr17	3694240	3698240	P2RX5	-	2	HighConfNDD	3696240	26.0	1.8854993379185103
chr17	4985675	4989675	CAMTA2	-	1	HighConfNDD	4987675	40.0	0.2933105508183864
chr17	7217836	7221836	DLG4	-	0	HighConfNDD	7219836	63.0	0.6381711553248692
chr17	7402874	7406874	NLGN2	+	0	HighConfNDD	7404874	65.0	3.3122192980143694
chr17	7832217	7836217	KDM6B	+	1	HighConfNDD	7834217	60.0	1.530396033175201
chr17	7882796	7886796	CHD3	+	0	HighConfNDD	7884796	60.0	0.4038571368230848
chr17	8154506	8158506	PER1	-	5	HighConfNDD	8156506	36.0	1.5880770251984444
chr17	8629376	8633376	MYH10	-	1	HighConfNDD	8631376	23.0	1.1262838466153724
chr17	10467559	10471559	MYH4	-	0	HighConfNDD	10469559	11.0	0.15269153973893168
chr17	11995475	11999475	ZNF18	-	2	HighConfNDD	11997475	2.0	0.14594534959385896
chr17	16216185	16220185	NCOR1	-	6	HighConfNDD	16218185	13.0	0.20581662981378201
chr17	17679458	17683458	RAI1	+	2	HighConfNDD	17681458	15.0	0.4082313073152477
chr17	28949771	28953771	PHF12	-	0	HighConfNDD	28951771	27.0	0.3154199793559087
chr17	29388363	29392363	TAOK1	+	5	HighConfNDD	29390363	13.0	0.17475687148092334
chr17	30234002	30238002	SLC6A4	-	1	HighConfNDD	30236002	7.0	0.7701529878254831
chr17	30968984	30972984	RNF135	+	5	HighConfNDD	30970984	11.0	0.7593432053592153
chr17	31092927	31096927	NF1	+	2	HighConfNDD	31094927	10.0	0.4465827274496803
chr17	32442379	32446379	PSMD11	+	1	HighConfNDD	32444379	9.0	0.06408172493337361
chr17	36542912	36546912	GGNBP2	+	3	HighConfNDD	36544912	17.0	0.07709359534047167
chr17	39624740	39628740	PPP1R1B	+	0	HighConfNDD	39626740	28.0	0.15030068304213273
chr17	40056290	40060290	THRA	+	3	HighConfNDD	40058290	29.0	1.4674177207024997
chr17	40098589	40102589	NR1D1	-	3	HighConfNDD	40100589	30.0	1.5561614543523206
chr17	40770201	40774201	KRT26	-	2	HighConfNDD	40772201	50.0	1.2117491903029531
chr17	44322870	44326870	SLC25A39	-	5	HighConfNDD	44324870	26.0	2.1195278213420465
chr17	44343246	44347246	GRN	+	3	HighConfNDD	44345246	26.0	1.7174961634961505
chr17	44914937	44918937	GFAP	-	4	HighConfNDD	44916937	22.0	0.5384793327158377
chr17	46223389	46227389	KANSL1	-	3	HighConfNDD	46225389	9.0	0.07360678526396214
chr17	46921075	46925075	GOSR2	+	0	HighConfNDD	46923075	12.0	0.5466584628064197
chr17	47251827	47255827	ITGB3	+	2	HighConfNDD	47253827	13.0	2.2348694415866532
chr17	47939506	47943506	PNPO	+	3	HighConfNDD	47941506	17.0	0.2854488995177462
chr17	49412905	49416905	PHB1	-	3	HighConfNDD	49414905	15.0	2.049034996016843
chr17	49707014	49711014	SLC35B1	-	0	HighConfNDD	49709014	19.0	0.19314914925786297
chr17	49993224	49997224	DLX3	-	0	HighConfNDD	49995224	22.0	3.2657394707759124
chr17	50092737	50096737	PDK2	+	2	HighConfNDD	50094737	24.0	3.397714054833756
chr17	50148677	50152677	PPP1R9B	-	0	HighConfNDD	50150677	25.0	2.1600718676623387
chr17	50558715	50562715	CACNA1G	+	0	HighConfNDD	50560715	22.0	2.3633642575056513
chr17	57986259	57990259	VEZF1	-	0	HighConfNDD	57988259	16.0	2.1583499191144995
chr17	58326795	58330795	TSPOAP1	-	0	HighConfNDD	58328795	22.0	1.1172678711061224
chr17	60598193	60602193	PPM1D	+	0	HighConfNDD	60600193	5.0	0.7858324671805406
chr17	62063278	62067278	MED13	-	0	HighConfNDD	62065278	6.0	0.35375285157272174
chr17	62456658	62460658	TLK2	+	9	HighConfNDD	62458658	5.0	0.34362166263690597
chr17	62964235	62968235	TANC2	+	0	HighConfNDD	62966235	3.0	0.15861022140214232
chr17	63475061	63479061	ACE	+	1	HighConfNDD	63477061	23.0	1.6093896006495356
chr17	63970918	63974918	SCN4A	-	1	HighConfNDD	63972918	28.0	1.8216894126831562
chr17	66300613	66304613	PRKCA	+	1	HighConfNDD	66302613	2.0	1.6982807638797226
chr17	67364605	67368605	PSMD12	-	4	HighConfNDD	67366605	6.0	1.3132530452122637
chr17	69242846	69246846	ABCA10	-	1	HighConfNDD	69244846	5.0	0.6595325160074594
chr17	77956703	77960703	TNRC6C	+	0	HighConfNDD	77958703	10.0	0.27353759367500174
chr17	78575396	78579396	DNAH17	-	2	HighConfNDD	78577396	18.0	7.095173685873704
chr17	81293547	81297547	SLC38A10	-	5	HighConfNDD	81295547	21.0	0.7627278344787669
chr18	4453307	4457307	DLGAP1	-	1	HighConfNDD	4455307	0.0	4.683995915131209
chr18	7115797	7119797	LAMA1	-	3	HighConfNDD	7117797	3.0	4.863259194068341
chr18	21702957	21706957	MIB1	+	2	HighConfNDD	21704957	5.0	0.16251596949267366
chr18	33576219	33580219	ASXL3	+	0	HighConfNDD	33578219	1.0	0.23945278164340777
chr18	36127444	36131444	ELP2	+	3	HighConfNDD	36129444	5.0	0.551663214496827
chr18	37563827	37567827	CELF4	-	0	HighConfNDD	37565827	0.0	0.6322288289798905
chr18	43113691	43117691	RIT2	-	0	HighConfNDD	43115691	1.0	0.24473937428993509
chr18	44678173	44682173	SETBP1	+	0	HighConfNDD	44680173	0.0	1.4456029791775649
chr18	46915492	46919492	KATNAL2	+	3	HighConfNDD	46917492	8.0	0.0321602455399983
chr18	50279774	50283774	MBD1	-	0	HighConfNDD	50281774	7.0	0.7308759141211851
chr18	51026528	51030528	SMAD4	+	0	HighConfNDD	51028528	6.0	0.09845477873511754
chr18	52338197	52342197	DCC	+	0	HighConfNDD	52340197	0.0	0.622160755025476
chr18	55662787	55666787	TCF4	-	4	HighConfNDD	55664787	0.0	0.05428693202233603
chr18	75208755	75212755	TSHZ1	+	0	HighConfNDD	75210755	2.0	3.9324595606707646
chr19	587881	591881	HCN2	+	1	HighConfNDD	589881	35.0	6.628211035141773
chr19	1037997	1041997	ABCA7	+	1	HighConfNDD	1039997	46.0	1.8535481919219743
chr19	1590865	1594865	MBD3	-	4	HighConfNDD	1592865	35.0	2.242156631319796
chr19	1861579	1865579	KLF16	-	0	HighConfNDD	1863579	39.0	0.5343415551706165
chr19	2161933	2165933	DOT1L	+	6	HighConfNDD	2163933	27.0	0.21922594990397393
chr19	4579776	4583776	SEMA6B	-	2	HighConfNDD	4581776	28.0	3.892832977438765
chr19	4967113	4971113	KDM4B	+	2	HighConfNDD	4969113	16.0	1.033730379749791
chr19	9321772	9325772	ZNF559	+	4	HighConfNDD	9323772	21.0	0.06484046095238227
chr19	9322174	9326174	ZNF559-ZNF177	+	5	HighConfNDD	9324174	21.0	0.06425656420358195
chr19	10117918	10121918	EIF3G	-	10	HighConfNDD	10119918	36.0	3.196965662662805
chr19	10958932	10962932	SMARCA4	+	5	HighConfNDD	10960932	30.0	0.12693856113596524
chr19	11479046	11483046	ELAVL3	-	0	HighConfNDD	11481046	31.0	0.9515903364779632
chr19	13114862	13118862	NACC1	+	2	HighConfNDD	13116862	35.0	2.150066917958142
chr19	13622489	13626489	CACNA1A	-	3	HighConfNDD	13624489	20.0	2.350584611581965
chr19	13904201	13908201	CC2D1A	+	7	HighConfNDD	13906201	21.0	2.416656547082141
chr19	15330545	15334545	BRD4	-	6	HighConfNDD	15332545	26.0	0.13369399486172995
chr19	16827398	16831398	SIN3B	+	5	HighConfNDD	16829398	26.0	0.6777124580044358
chr19	17073777	17077777	MYO9B	+	1	HighConfNDD	17075777	34.0	1.975654162105016
chr19	17686365	17690365	UNC13A	-	3	HighConfNDD	17688365	39.0	4.811799667765015
chr19	20659596	20663596	ZNF626	-	4	HighConfNDD	20661596	8.0	0.5967637619160371
chr19	31347436	31351436	TSHZ3	-	0	HighConfNDD	31349436	0.0	1.0650156808939215
chr19	35028470	35032470	SCN1B	+	3	HighConfNDD	35030470	27.0	2.761421863200866
chr19	38401093	38405093	FAM98C	+	7	HighConfNDD	38403093	28.0	1.1203352648233533
chr19	38645649	38649649	ACTN4	+	5	HighConfNDD	38647649	34.0	0.2799820659394925
chr19	38767904	38771904	CAPN12	-	3	HighConfNDD	38769904	36.0	0.7288014778272611
chr19	41995497	41999497	ATP1A3	-	0	HighConfNDD	41997497	32.0	0.5288906140970084
chr19	42068206	42072206	GRIK5	-	1	HighConfNDD	42070206	32.0	0.06315944079773317
chr19	42266537	42270537	CIC	+	3	HighConfNDD	42268537	30.0	0.32782537775943865
chr19	43668547	43672547	PLAUR	-	4	HighConfNDD	43670547	35.0	4.855732828363557
chr19	45780552	45784552	DMPK	-	0	HighConfNDD	45782552	34.0	0.17479154028379185
chr19	45790845	45794845	DMWD	-	4	HighConfNDD	45792845	34.0	0.1541767053528531
chr19	46345087	46349087	PPP5C	+	3	HighConfNDD	46347087	25.0	1.5406570987373414
chr19	46715127	46719127	PRKD2	-	0	HighConfNDD	46717127	20.0	0.34005155209527516
chr19	46848846	46852846	AP2S1	-	7	HighConfNDD	46850846	23.0	3.611761769670494
chr19	47111274	47115274	SAE1	+	4	HighConfNDD	47113274	24.0	0.364687614606396
chr19	47111776	47115776	ZC3H4	-	7	HighConfNDD	47113776	24.0	0.34051095445192914
chr19	47606196	47610196	BICRA	+	4	HighConfNDD	47608196	23.0	0.522844959142077
chr19	48391668	48395668	GRIN2D	+	0	HighConfNDD	48393668	36.0	1.1510414516155265
chr19	49112324	49116324	LIN7B	+	6	HighConfNDD	49114324	59.0	1.5028108697318032
chr19	49589182	49593182	PRR12	+	2	HighConfNDD	49591182	46.0	0.7932735523260703
chr19	49640209	49644209	SCAF1	+	2	HighConfNDD	49642209	43.0	0.9539724575371622
chr19	49876351	49880351	PNKP	-	1	HighConfNDD	49878351	42.0	1.2163881505240681
chr19	50717802	50721802	SHANK1	-	0	HighConfNDD	50719802	37.0	5.936047096142829
chr19	51364388	51368388	ETFB	-	1	HighConfNDD	51366388	37.0	4.392438544863069
chr19	54135749	54139749	CNOT3	+	1	HighConfNDD	54137749	32.0	2.631717405735685
chr19	54187882	54191882	MBOAT7	-	2	HighConfNDD	54189882	33.0	4.071958727793827
chr19	54279184	54283184	LILRB2	-	0	HighConfNDD	54281184	36.0	5.80800218141178
chr19	55603647	55607647	ZNF865	+	4	HighConfNDD	55605647	46.0	2.504893588899506
chr19	57387850	57391850	ZNF548	+	1	HighConfNDD	57389850	41.0	0.32978860463387605
chr2	948849	952849	SNTG2	+	0	HighConfNDD	950849	2.0	0.7069354702478603
chr2	1372066	1376066	TPO	+	1	HighConfNDD	1374066	2.0	1.8208102823440808
chr2	1742852	1746852	PXDN	-	0	HighConfNDD	1744852	1.0	2.3762424756907663
chr2	2329664	2333664	MYT1L	-	0	HighConfNDD	2331664	0.0	1.8945685321969696
chr2	6864635	6868635	CMPK2	-	0	HighConfNDD	6866635	2.0	3.22800571278826
chr2	9204765	9208765	ASAP2	+	0	HighConfNDD	9206765	7.0	4.492039910634418
chr2	17875847	17879847	KCNS3	+	0	HighConfNDD	17877847	5.0	0.7103754886612279
chr2	24489254	24493254	NCOA1	+	0	HighConfNDD	24491254	14.0	1.865372731919237
chr2	24918237	24922237	ADCY3	-	2	HighConfNDD	24920237	7.0	0.4859059461704618
chr2	25340590	25344590	DNMT3A	-	2	HighConfNDD	25342590	5.0	0.8306660375546215
chr2	31153202	31157202	GALNT14	-	2	HighConfNDD	31155202	5.0	2.514517323907981
chr2	32009230	32013230	MEMO1	-	2	HighConfNDD	32011230	7.0	0.0817545979742107
chr2	32061556	32065556	SPAST	+	5	HighConfNDD	32063556	7.0	0.07962735969307744
chr2	32355023	32359023	BIRC6	+	2	HighConfNDD	32357023	7.0	0.03625521402838672
chr2	47904498	47908498	FBXO11	-	0	HighConfNDD	47906498	3.0	0.24691628685900469
chr2	51223575	51227575	NRXN1	-	1	HighConfNDD	51225575	0.0	0.5521951019240134
chr2	54454327	54458327	SPTBN1	+	0	HighConfNDD	54456327	5.0	1.370382637751817
chr2	60552467	60556467	BCL11A	-	0	HighConfNDD	60554467	4.0	1.1831045740514412
chr2	60754253	60758253	PAPOLG	+	6	HighConfNDD	60756253	6.0	0.2192202381388597
chr2	61536741	61540741	XPO1	-	2	HighConfNDD	61538741	6.0	0.04475663577792943
chr2	61886671	61890671	CCT4	-	5	HighConfNDD	61888671	5.0	0.2527621780920697
chr2	63048057	63052057	OTX1	+	0	HighConfNDD	63050057	1.0	0.09512733891810399
chr2	72824041	72828041	EXOC6B	-	3	HighConfNDD	72826041	10.0	0.13661574632109819
chr2	73154721	73158721	RAB11FIP5	-	3	HighConfNDD	73156721	12.0	0.746151264648347
chr2	85903199	85907199	ST3GAL5	-	3	HighConfNDD	85905199	18.0	0.4391907046436927
chr2	100818139	100822139	NPAS2	+	0	HighConfNDD	100820139	8.0	0.7729931079637709
chr2	101694850	101698850	MAP4K4	+	1	HighConfNDD	101696850	8.0	0.872854428387484
chr2	101989960	101993960	IL1R2	+	0	HighConfNDD	101991960	7.0	0.5581086410919056
chr2	109127205	109131205	SH3RF3	+	1	HighConfNDD	109129205	5.0	0.3510197356661138
chr2	114440299	114444299	DPP10	+	0	HighConfNDD	114442299	0.0	1.7861089634868677
chr2	121647476	121651476	CLASP1	-	1	HighConfNDD	121649476	3.0	0.1152560050323359
chr2	124023287	124027287	CNTNAP5	+	0	HighConfNDD	124025287	0.0	0.5753282225560952
chr2	133566463	133570463	NCKAP5	-	0	HighConfNDD	133568463	0.0	2.2518850679978186
chr2	135874443	135878443	MCM6	-	5	HighConfNDD	135876443	6.0	0.1857793106654526
chr2	148019011	148023011	MBD5	+	1	HighConfNDD	148021011	2.0	0.06345260316123813
chr2	148642440	148646440	EPC2	+	0	HighConfNDD	148644440	2.0	0.3288039257367359
chr2	148873227	148877227	KIF5C	+	1	HighConfNDD	148875227	3.0	1.322619325126766
chr2	153869922	153873922	GALNT13	+	0	HighConfNDD	153871922	1.0	0.49471528593670655
chr2	156340348	156344348	NR4A2	-	0	HighConfNDD	156342348	1.0	0.2855816010153944
chr2	156433290	156437290	GPD2	+	1	HighConfNDD	156435290	1.0	0.14207526587085795
chr2	157325713	157329713	ERMN	-	1	HighConfNDD	157327713	3.0	2.7670846471480104
chr2	159614569	159618569	BAZ2B	-	0	HighConfNDD	159616569	6.0	0.03949013687588376
chr2	161414297	161418297	TBR1	+	0	HighConfNDD	161416297	3.0	0.38986217909268817
chr2	161422332	161426332	SLC4A10	+	0	HighConfNDD	161424332	3.0	0.39444277520289006
chr2	162072394	162076394	DPP4	-	0	HighConfNDD	162074394	4.0	1.052147538547672
chr2	165192993	165196993	SCN2A	+	0	HighConfNDD	165194993	4.0	0.8808838440845079
chr2	165202050	165206050	SCN3A	-	0	HighConfNDD	165204050	4.0	0.8232026112850122
chr2	166180806	166184806	SCN1A	-	0	HighConfNDD	166182806	4.0	0.7313558611465965
chr2	166374001	166378001	SCN9A	-	0	HighConfNDD	166376001	3.0	0.6999702973371313
chr2	168245595	168249595	STK39	-	0	HighConfNDD	168247595	1.0	0.4936088151026752
chr2	169360534	169364534	LRP2	-	0	HighConfNDD	169362534	15.0	0.9627887465939011
chr2	169825454	169829454	UBR3	+	4	HighConfNDD	169827454	12.0	0.3571464123166379
chr2	171997859	172001859	SLC25A12	-	4	HighConfNDD	171999859	7.0	0.21558816789479351
chr2	172100900	172104900	DLX2	-	1	HighConfNDD	172102900	7.0	2.7777567509551204
chr2	172733274	172737274	RAPGEF4	+	0	HighConfNDD	172735274	2.0	1.4521678836368324
chr2	178828802	178832802	TTN	-	1	HighConfNDD	178830802	6.0	0.5792641422789302
chr2	179859612	179863612	ZNF385B	-	0	HighConfNDD	179861612	1.0	1.185367800378856
chr2	183036858	183040858	NCKAP1	-	2	HighConfNDD	183038858	4.0	0.3423400350774841
chr2	184596529	184600529	ZNF804A	+	0	HighConfNDD	184598529	0.0	0.2533236872321254
chr2	190341570	190345570	INPP1	+	1	HighConfNDD	190343570	6.0	0.5528249802543428
chr2	196591684	196595684	HECW2	-	2	HighConfNDD	196593684	5.0	0.4281496348755809
chr2	197433079	197437079	SF3B1	-	3	HighConfNDD	197435079	10.0	0.041223426240151184
chr2	199469266	199473266	SATB2	-	2	HighConfNDD	199471266	4.0	0.41870185896101475
chr2	204543475	204547475	PARD3B	+	0	HighConfNDD	204545475	0.0	2.0879928318177576
chr2	205679990	205683990	NRP2	+	0	HighConfNDD	205681990	3.0	3.4654196924950043
chr2	209769569	209773569	UNC80	+	1	HighConfNDD	209771569	4.0	0.2610132559348699
chr2	218417121	218421121	VIL1	+	5	HighConfNDD	218419121	24.0	1.0710778723765202
chr2	218605855	218609855	PLCD4	+	2	HighConfNDD	218607855	27.0	0.06129121503050783
chr2	218670002	218674002	RNF25	-	3	HighConfNDD	218672002	28.0	0.1478358546651748
chr2	224583397	224587397	CUL3	-	0	HighConfNDD	224585397	3.0	0.20136000000007925
chr2	229712555	229716555	DNER	-	0	HighConfNDD	229714555	5.0	2.6203823539734117
chr2	229921239	229925239	TRIP12	-	4	HighConfNDD	229923239	7.0	0.10443432011442155
chr2	232695299	232699299	GIGYF2	+	3	HighConfNDD	232697299	15.0	2.3983517652101227
chr2	234048679	234052679	SPP2	+	0	HighConfNDD	234050679	15.0	2.9501359719932907
chr2	235492043	235496043	AGAP1	+	0	HighConfNDD	235494043	0.0	2.103471139882913
chr2	238288102	238292102	PER2	-	1	HighConfNDD	238290102	12.0	0.5837780366874767
chr2	239399654	239403654	HDAC4	-	0	HighConfNDD	239401654	0.0	2.5563455582482675
chr2	240822293	240826293	KIF1A	-	0	HighConfNDD	240824293	18.0	0.5906513274237568
chr2	241315061	241319061	HDLBP	-	1	HighConfNDD	241317061	20.0	0.13547539974808842
chr2	241856894	241860894	PDCD1	-	0	HighConfNDD	241858894	11.0	3.317374885231743
chr20	541835	545835	CSNK2A1	-	1	HighConfNDD	543835	21.0	3.4556374126318667
chr20	1224044	1228044	RAD21L1	+	2	HighConfNDD	1226044	17.0	2.9591044994972204
chr20	3069620	3073620	OXT	+	5	HighConfNDD	3071620	21.0	4.842239843920879
chr20	3206868	3210868	ITPA	+	6	HighConfNDD	3208868	20.0	2.0329374041605064
chr20	8075251	8079251	PLCB1	+	0	HighConfNDD	8077251	2.0	1.3829995873421197
chr20	10170395	10174395	SNAP25	+	0	HighConfNDD	10172395	6.0	3.628635607020705
chr20	13993369	13997369	MACROD2	+	1	HighConfNDD	13995369	5.0	0.0972070699424421
chr20	17966980	17970980	SNX5	-	0	HighConfNDD	17968980	11.0	1.637828357341462
chr20	25583531	25587531	NINL	-	5	HighConfNDD	25585531	6.0	0.100624739527575
chr20	31868664	31872664	DUSP15	-	3	HighConfNDD	31870664	24.0	0.6100139791223569
chr20	32107714	32111714	TM9SF4	+	1	HighConfNDD	32109714	17.0	0.37505225147604904
chr20	38470816	38474816	RALGAPB	+	2	HighConfNDD	38472816	13.0	0.1311772266280542
chr20	43187970	43191970	PTPRT	-	0	HighConfNDD	43189970	7.0	3.254712009132419
chr20	44650252	44654252	ADA	-	5	HighConfNDD	44652252	19.0	2.8387518506797704
chr20	46019690	46023690	SLC12A5	+	2	HighConfNDD	46021690	32.0	0.7025526670527427
chr20	46306498	46310498	CDH22	-	1	HighConfNDD	46308498	24.0	4.094689692438749
chr20	47354889	47358889	ZMYND8	-	0	HighConfNDD	47356889	3.0	1.5827509782576499
chr20	48825999	48829999	PREX1	-	1	HighConfNDD	48827999	5.0	1.0009280717368085
chr20	49482297	49486297	KCNB1	-	1	HighConfNDD	49484297	10.0	2.343890220173961
chr20	50929437	50933437	ADNP	-	0	HighConfNDD	50931437	7.0	1.8330661033814977
chr20	54068594	54072594	BCAS1	-	1	HighConfNDD	54070594	4.0	2.522447924648219
