ndd_gene	control_gene	ndd_chrom	ndd_start	ndd_end	control_chrom	control_start	control_end	ndd_loeuf	control_loeuf	ndd_brain_log	control_brain_log	ndd_gc	control_gc
VEZF1	USP34	chr17	57986259	57990259	chr2	61469087	61473087	0.173	0.152	1.3968929664141896	1.4565588413695478	0.53625	0.5395
TSPOAP1	SYNPO	chr17	58326795	58330795	chr5	150599080	150603080	0.573	0.579	1.9494734417268615	1.94816004276724	0.54875	0.54925
PPM1D	LPCAT2	chr17	60598193	60602193	chr16	55507072	55511072	1.183	1.188	1.413195789250262	1.3842870908901197	0.4905	0.492
MED13	SMAD5	chr17	62063278	62067278	chr5	136130845	136134845	0.13	0.174	1.2133450673687296	1.2539700834153624	0.4725	0.4775
TLK2	ZNF281	chr17	62456658	62460658	chr1	200408056	200412056	0.103	0.103	1.247236549506764	1.2249265203459558	0.47825	0.48275
ACE	AHNAK2	chr17	63475061	63479061	chr14	104976374	104980374	0.88	0.917	0.9619272385872562	0.9115794421273241	0.6465	0.64425
SCN4A	CLEC18A	chr17	63970918	63974918	chr16	69948705	69952705	0.628	0.63	0.10352801034529024	0.1672541063231877	0.6075	0.59975
PRKCA	RAPGEF2	chr17	66300613	66304613	chr4	159101013	159105013	0.397	0.371	1.5108612330089788	1.5031162544276178	0.58525	0.5845
PSMD12	SMARCA5	chr17	67364605	67368605	chr4	143511702	143515702	0.232	0.222	1.4116702023858094	1.5143033102276144	0.4745	0.4745
ABCA10	CDH19	chr17	69242846	69246846	chr18	66602138	66606138	1.044	1.105	0.8488969634496092	0.7414321050420402	0.3105	0.3115
DNAH17	SLC19A2	chr17	78575396	78579396	chr1	169483944	169487944	0.859	0.852	1.164120773444671	1.2022921045953654	0.47675	0.47925
SLC38A10	LANCL2	chr17	81293547	81297547	chr7	55363337	55367337	0.841	0.846	1.500824926590296	1.4721462538475096	0.53825	0.5415
DLGAP1	MEIS1	chr18	4453307	4457307	chr2	66431452	66435452	0.224	0.228	1.5618797908541417	1.5516585556306082	0.534	0.53325
LAMA1	RHCE	chr18	7115797	7119797	chr1	25428192	25432192	0.673	0.688	0.49386775359829027	0.45961560954299285	0.55025	0.54825
MIB1	SAC3D1	chr18	21702957	21706957	chr11	65038901	65042901	1.995	1.945	1.2687370592542282	1.3489937345664074	0.55375	0.568
ASXL3	ZFHX4	chr18	33576219	33580219	chr8	76679239	76683239	0.229	0.244	0.48488894098297564	0.6120926728467804	0.474	0.47525
ELP2	SLX4	chr18	36127444	36131444	chr16	3609606	3613606	0.869	0.896	1.4878606555711311	1.4716085130779681	0.5145	0.5135
CELF4	CHMP2A	chr18	37563827	37567827	chr19	58553105	58557105	0.546	0.508	1.9893354443270725	2.0111177295371636	0.57725	0.57525
RIT2	IGIP	chr18	43113691	43117691	chr5	140123937	140127937	1.684	1.702	1.9887952130112747	1.9456905995891256	0.36775	0.36825
SETBP1	LRRC7	chr18	44678173	44682173	chr1	69565922	69569922	0.143	0.203	1.0956121408843602	1.0529285283656569	0.54825	0.54475
KATNAL2	PNOC	chr18	46915492	46919492	chr8	28314986	28318986	1.095	1.107	0.7661219806515011	0.777295571671427	0.51625	0.518
MBD1	TESK1	chr18	50279774	50283774	chr9	35603262	35607262	0.41	0.404	1.6591895509636376	1.6828027915518704	0.58825	0.58825
SMAD4	RANBP2	chr18	51026528	51030528	chr2	108717482	108721482	0.227	0.231	1.5245895315802755	1.4989594424427821	0.483	0.4855
DCC	EDNRA	chr18	52338197	52342197	chr4	147478917	147482917	0.414	0.424	0.5741574843145366	0.5175561205334828	0.4935	0.49425
TCF4	PRPF3	chr18	55662787	55666787	chr1	150319479	150323479	0.096	0.087	1.6004054388452194	1.6684492855103477	0.465	0.4735
TSHZ1	ADCY2	chr18	75208755	75212755	chr5	7394138	7398138	0.289	0.329	1.595568965570064	1.571401340288868	0.6105	0.607
HCN2	RAC3	chr19	587881	591881	chr17	82029678	82033678	0.627	0.726	2.112256353708721	1.929310594051002	0.725	0.7055
ABCA7	CDC42EP2	chr19	1037997	1041997	chr11	65312866	65316866	1.368	1.364	1.544110230908061	1.472749137900754	0.5955	0.5865
MBD3	ICAM5	chr19	1590865	1594865	chr19	10287952	10291952	0.681	0.673	1.647607884231617	1.6997614359046427	0.62325	0.62775
KLF16	HES4	chr19	1861579	1865579	chr1	998172	1002172	1.928	1.946	1.687150683870146	1.525576006630465	0.71675	0.7265
DOT1L	ACTN1	chr19	2161933	2165933	chr14	68977440	68981440	0.321	0.331	1.587498815905725	1.6584492882789903	0.61025	0.61525
SEMA6B	CERK	chr19	4579776	4583776	chr22	46736252	46740252	0.825	0.829	1.9658763799259746	1.919788602666202	0.62825	0.6345
KDM4B	TLE1	chr19	4967113	4971113	chr9	81687547	81691547	0.371	0.343	1.346546603143433	1.38794657658479	0.58475	0.5915
ZNF559	TMEM234	chr19	9321772	9325772	chr1	32220359	32224359	1.669	1.63	0.9072694393910893	0.9851591682418663	0.521	0.5255
EIF3G	SRRT	chr19	10117918	10121918	chr7	100873103	100877103	0.408	0.404	2.11350549644909	2.139781516536537	0.5315	0.53525
SMARCA4	UBE2I	chr19	10958932	10962932	chr16	1289444	1293444	0.226	0.28	1.8240268529808876	1.8323881876089863	0.57525	0.57375
ELAVL3	ZIC2	chr19	11479046	11483046	chr13	99979784	99983784	0.412	0.52	2.4575352307587632	2.475759781171942	0.6855	0.67875
NACC1	TRIM46	chr19	13114862	13118862	chr1	155171787	155175787	0.329	0.354	1.6292495127148967	1.6745819272758826	0.575	0.5745
CACNA1A	RPS14	chr19	13622489	13626489	chr5	150447739	150451739	0.331	0.304	2.4854985450065765	2.461665069440118	0.47975	0.483
CC2D1A	SRRM4	chr19	13904201	13908201	chr12	118979541	118983541	0.649	0.654	1.9987813988030205	1.9727779670330514	0.54625	0.5445
BRD4	SP3	chr19	15330545	15334545	chr2	173963373	173967373	0.191	0.225	1.4866316388386882	1.3562515551395506	0.604	0.59675
SIN3B	CSE1L	chr19	16827398	16831398	chr20	49044246	49048246	0.245	0.277	1.7523688619801745	1.7403318929754557	0.52125	0.52225
MYO9B	PCGF2	chr19	17073777	17077777	chr17	38747817	38751817	0.43	0.443	1.7628990303454477	1.730858956583758	0.59225	0.59225
UNC13A	PPP1R16B	chr19	17686365	17690365	chr20	38803697	38807697	0.389	0.381	1.9580499746979247	1.9785388560956854	0.58525	0.58875
ZNF626	PRPH2	chr19	20659596	20663596	chr6	42720597	42724597	0.756	0.773	0.6763926993301175	0.6242026570385342	0.4625	0.463
TSHZ3	PHF13	chr19	31347436	31351436	chr1	6611731	6615731	0.263	0.183	0.8863175368710332	1.1367078868404332	0.65125	0.6595
SCN1B	PPP1R12C	chr19	35028470	35032470	chr19	55115637	55119637	0.71	0.774	2.223623121559171	2.1656626858814345	0.6035	0.6025
FAM98C	LRWD1	chr19	38401093	38405093	chr7	102462956	102466956	1.375	1.352	1.6882943212441492	1.7096769213197465	0.55675	0.56075
ACTN4	RBM6	chr19	38645649	38649649	chr3	49938007	49942007	0.238	0.213	2.064147132812452	2.0901627869918475	0.54325	0.5455
CAPN12	CPSF4L	chr19	38767904	38771904	chr17	73260352	73264352	1.398	1.452	0.13055632759323288	0.06253498011729923	0.5625	0.55875
ATP1A3	ARF1	chr19	41995497	41999497	chr1	228080708	228084708	0.173	0.247	2.5666389769461997	2.379807522165072	0.627	0.6065
GRIK5	SLC4A3	chr19	42068206	42072206	chr2	219625394	219629394	0.592	0.558	1.8188485078802175	1.860844487856164	0.60675	0.61175
CIC	CCT3	chr19	42266537	42270537	chr1	156365873	156369873	0.249	0.282	2.0964024605848435	2.092657495499683	0.56175	0.563
PLAUR	DNHD1	chr19	43668547	43672547	chr11	6495260	6499260	0.911	0.897	0.7955470464423907	0.7873492298744734	0.51175	0.51325
DMPK	RGL2	chr19	45780552	45784552	chr6	33296942	33300942	0.67	0.633	1.9058730214802735	1.9478296022820807	0.61925	0.616
DMWD	AFAP1L2	chr19	45790845	45794845	chr10	114402756	114406756	0.65	0.605	1.5459092669584857	1.5615974367948235	0.5595	0.56025
PPP5C	ALCAM	chr19	46345087	46349087	chr3	105364909	105368909	0.456	0.474	1.8825433209273392	1.8707210234469875	0.52825	0.52675
PRKD2	SFMBT1	chr19	46715127	46719127	chr3	53044750	53048750	0.381	0.402	0.85229513515924	0.8796319624239463	0.59725	0.6025
AP2S1	FLCN	chr19	46848846	46852846	chr17	17235188	17239188	0.478	0.487	2.1418728867545687	2.0951100461281493	0.52575	0.524
ZC3H4	ZNF777	chr19	47111776	47115776	chr7	149459062	149463062	0.18	0.199	1.4658867570439107	1.3426989621395915	0.58	0.575
SAE1	RHOQ	chr19	47111274	47115274	chr2	46539806	46543806	0.49	0.476	1.7649685011020682	1.7460212401324078	0.5875	0.58725
GRIN2D	PPARA	chr19	48391668	48395668	chr22	46148521	46152521	0.642	0.711	0.8516056454044388	0.7633531087482155	0.634	0.63175
LIN7B	MRPL55	chr19	49112324	49116324	chr1	228107312	228111312	1.148	1.116	1.6031422065575143	1.5920856681828122	0.569	0.57
PRR12	ALYREF	chr19	49589182	49593182	chr17	81889586	81893586	0.18	0.235	1.7331097551842434	1.5978596602626054	0.611	0.59325
SCAF1	PTPN23	chr19	49640209	49644209	chr3	47379011	47383011	0.553	0.577	1.8829375758118732	1.849382555558318	0.548	0.54175
PNKP	CD320	chr19	49876351	49880351	chr19	8306358	8310358	1.527	1.488	1.4923202858443358	1.5328040461957302	0.5675	0.56775
SHANK1	EGR1	chr19	50717802	50721802	chr5	138463479	138467479	0.383	0.462	1.7067647074960635	1.609575201673516	0.66775	0.657
ETFB	CISD3	chr19	51364388	51368388	chr17	38728341	38732341	1.1	1.132	1.5451685160555422	1.541428212997695	0.602	0.6
CNOT3	WDR5	chr19	54135749	54139749	chr9	134133365	134137365	0.057	0.053	1.6769705554673526	1.8036298430939297	0.60075	0.5955
MBOAT7	EPS8L2	chr19	54187882	54191882	chr11	692438	696438	1.229	1.164	1.8816385392424528	1.813189880767607	0.64625	0.64075
LILRB2	LIPG	chr19	54279184	54283184	chr18	49558699	49562699	0.863	0.883	0.4971799176719447	0.46863381117375746	0.54075	0.5355
ZNF865	GMPPA	chr19	55603647	55607647	chr2	219496865	219500865	1.076	1.088	1.455785573742586	1.4628410517121564	0.5655	0.56475
ZNF548	TAS2R4	chr19	57387850	57391850	chr7	141774674	141778674	1.653	1.703	1.0671527204680054	1.060958338901002	0.4285	0.4385
CSNK2A1	DCLK1	chr20	541835	545835	chr13	36129382	36133382	0.274	0.31	1.609131056963633	1.620724089266504	0.5125	0.5135
RAD21L1	CYP4F8	chr20	1224044	1228044	chr19	15613218	15617218	1.207	1.232	0.025414466276740422	0.0	0.54	0.53875
OXT	OLIG1	chr20	3069620	3073620	chr21	33068141	33072141	1.913	1.92	2.466397497901496	2.429222408230269	0.56875	0.57525
ITPA	SURF6	chr20	3206868	3210868	chr9	133334188	133338188	1.159	1.158	1.4706162689858944	1.4480830234620825	0.53275	0.53025
PLCB1	CRNKL1	chr20	8075251	8079251	chr20	20054046	20058046	0.357	0.445	1.248054228972322	1.151624161391536	0.3725	0.37325
SNAP25	RPS12	chr20	10170395	10174395	chr6	132812569	132816569	0.29	0.364	3.5005918359439194	3.1648285343444815	0.49925	0.46575
MACROD2	FER	chr20	13993369	13997369	chr5	108745841	108749841	0.724	0.723	0.8195070847497121	0.798420663954376	0.48475	0.4825
SNX5	PHTF1	chr20	17966980	17970980	chr1	113757489	113761489	0.996	0.993	1.574112328465574	1.55950684230632	0.4845	0.47925
NINL	INPP5K	chr20	25583531	25587531	chr17	1514742	1518742	1.109	1.113	1.5381550712461212	1.5335915942821172	0.53775	0.54175
DUSP15	ZDHHC24	chr20	31868664	31872664	chr11	66544235	66548235	1.5	1.504	0.9480783127474556	0.9001441882384164	0.5705	0.56825
TM9SF4	KLHL3	chr20	32107714	32111714	chr5	137734089	137738089	0.377	0.377	1.7939265167676468	1.831246988435701	0.46	0.46175
RALGAPB	PHF5A	chr20	38470816	38474816	chr22	41466692	41470692	0.202	0.205	1.548277605161032	1.5683237788766304	0.494	0.4915
PTPRT	KLF15	chr20	43187970	43191970	chr3	126355408	126359408	0.395	0.413	1.2529015527923455	1.3261002127381138	0.6145	0.62025
ADA	IMPA2	chr20	44650252	44654252	chr18	11979025	11983025	1.184	1.225	0.7114005728087174	0.7113676524312967	0.56825	0.5715
SLC12A5	RACK1	chr20	46019690	46023690	chr5	181246096	181250096	0.225	0.24	2.3218096239186625	2.3520068345913967	0.544	0.5485
CDH22	NT5DC2	chr20	46306498	46310498	chr3	52533054	52537054	0.782	0.788	1.9013961970396385	1.8788416539096562	0.62625	0.62575
ZMYND8	BRD7	chr20	47354889	47358889	chr16	50366988	50370988	0.336	0.336	1.474624134418614	1.5104927308724712	0.50575	0.50925
PREX1	STAT5B	chr20	48825999	48829999	chr17	42286633	42290633	0.268	0.277	2.0030260203354886	2.031246836232675	0.59425	0.60175
KCNB1	ZNF687	chr20	49482297	49486297	chr1	151279618	151283618	0.309	0.293	1.3423970172082067	1.3664976681296326	0.5945	0.59525
ADNP	SMG1	chr20	50929437	50933437	chr16	18924408	18928408	0.106	0.1	1.6684343760315012	1.687984419389232	0.54075	0.53625
BCAS1	MOG	chr20	54068594	54072594	chr6	29655002	29659002	0.855	0.873	2.9161211251581824	2.822232172317941	0.4705	0.46925
GNAS	APP	chr20	58837718	58841718	chr21	26169128	26173128	0.302	0.41	2.7400348708744056	2.749844489333505	0.5685	0.5725
TAF4	NOL4L	chr20	62063881	62067881	chr20	32583333	32587333	0.205	0.187	1.3656283591253502	1.410841318708165	0.7045	0.69225
CHRNA4	TUBB6	chr20	63376401	63380401	chr18	12305669	12309669	0.834	0.826	0.9703515260390548	1.0210093397904387	0.60275	0.599
KCNQ2	ADGRL1	chr20	63470677	63474677	chr19	14204187	14208187	0.295	0.302	2.2226098348608088	2.166492278338227	0.6825	0.6675
EEF1A2	ABCA2	chr20	63497239	63501239	chr9	137026915	137030915	0.314	0.436	2.9882239661588046	2.6891507436002784	0.68325	0.67725
SOD1	ANXA5	chr21	31657666	31661666	chr4	121694995	121698995	1.514	1.465	2.542390915185162	2.4740559244378924	0.50875	0.4955
SCAF4	SPPL3	chr21	31730118	31734118	chr12	120902358	120906358	0.285	0.249	1.4643345210510974	1.5000854612376553	0.56775	0.56825
SYNJ1	ARFIP2	chr21	32726040	32730040	chr11	6479479	6483479	0.539	0.543	1.5956714474426372	1.607070958567197	0.5065	0.5095
SON	RBM17	chr21	33541038	33545038	chr10	6087034	6091034	0.051	0.151	1.7399471473078725	1.7411082460591782	0.47125	0.471
ITSN1	CBFA2T2	chr21	33640400	33644400	chr20	33488075	33492075	0.304	0.314	1.2518984758391973	1.2876002063599512	0.5275	0.524
DYRK1A	DCAF5	chr21	37363573	37367573	chr14	69151150	69155150	0.172	0.191	1.4687208993041012	1.4667564385942575	0.55725	0.563
KCNJ15	STAB2	chr21	38153549	38157549	chr12	103585273	103589273	0.902	0.906	0.02083054777859898	0.02004613907356435	0.41325	0.41425
ERG	LIN9	chr21	38659780	38663780	chr1	226307869	226311869	0.234	0.196	0.5991721243743584	0.6993442049221275	0.51075	0.521
HMGN1	NELFCD	chr21	39347647	39351647	chr20	58979208	58983208	0.894	0.862	1.9524311069453697	1.9852822841425084	0.53825	0.5425
DSCAM	HCFC2	chr21	40845158	40849158	chr12	104062531	104066531	0.28	0.258	0.9198632981591691	0.9241262219887187	0.508	0.50925
ZBTB21	BMP6	chr21	42008387	42012387	chr6	7724099	7728099	0.476	0.523	0.7557483585079822	0.7335784099683809	0.57725	0.577
CSTB	SURF2	chr21	43774330	43778330	chr9	133354550	133358550	1.681	1.753	1.7738485870518783	1.7136736306024893	0.5885	0.58925
DIP2A	KIAA0319L	chr21	46456891	46460891	chr1	35555950	35559950	0.617	0.61	1.518879646059536	1.5025636691073634	0.57475	0.5775
CECR2	SF3A3	chr22	17357949	17361949	chr1	37988075	37992075	0.259	0.26	1.5677237371958987	1.5681911600186826	0.467	0.46375
CLTCL1	SERTAD1	chr22	19289719	19293719	chr19	40423992	40427992	0.993	0.981	0.8763910618191876	0.8795563202328075	0.522	0.52225
GNB1L	DRGX	chr22	19852939	19856939	chr10	49394089	49398089	1.02	1.062	0.4794226973011476	0.44012002679843876	0.5955	0.5905
LZTR1	HSBP1L1	chr22	20980269	20984269	chr18	79962582	79966582	1.997	1.958	1.789961258086234	1.8077453596575601	0.581	0.57875
TOP3B	TSPAN12	chr22	21980813	21984813	chr7	120856402	120860402	0.632	0.655	0.7199764476202754	0.7328575637719231	0.49075	0.4905
ADORA2A	FAM131A	chr22	24415879	24419879	chr3	184333926	184337926	0.846	0.83	1.6506872433063164	1.6534546860534802	0.5755	0.5755
PRR14L	RSPO2	chr22	31748140	31752140	chr8	108081642	108085642	0.638	0.668	1.203837599458203	1.16894215719762	0.49675	0.49475
DEPDC5	LMOD1	chr22	31751867	31755867	chr1	201944548	201948548	0.403	0.379	1.0484146107369057	0.9966434290197504	0.4915	0.488
MYH9	DNMT1	chr22	36386010	36390010	chr19	10229286	10233286	0.159	0.15	1.7569485965530565	1.7467672687933382	0.57325	0.57575
CACNG2	DDX21	chr22	36701752	36705752	chr10	68954135	68958135	0.271	0.29	1.27933836176746	1.2087637326616367	0.48325	0.48225
CSNK1E	EPB41L3	chr22	38316084	38320084	chr18	5628700	5632700	0.588	0.562	1.9324976096307727	1.8996361342802044	0.591	0.588
CACNA1I	MFSD2A	chr22	39568753	39572753	chr1	39953112	39957112	0.525	0.572	1.293344873151232	1.2500270076323257	0.56375	0.56075
TNRC6B	QSER1	chr22	40042817	40046817	chr11	32890811	32894811	0.332	0.349	1.1391483537304978	1.090360352335801	0.52275	0.5255
ADSL	BVES	chr22	40344461	40348461	chr6	105135157	105139157	0.915	0.915	1.1061534857906903	1.1218945453937381	0.5005	0.502
SGSM3	UPF3A	chr22	40368591	40372591	chr13	114279601	114283601	1.175	1.198	2.1048898078017304	2.0945899057395216	0.49225	0.5
EP300	XPO7	chr22	41090510	41094510	chr8	21917662	21921662	0.164	0.187	1.6883272575772208	1.7336922873061944	0.543	0.538
TCF20	ZSWIM6	chr22	42341616	42345616	chr5	61330258	61334258	0.05	0.146	1.2822322736392644	1.3023374235682648	0.64575	0.685
SBF1	GNA11	chr22	50481923	50485923	chr19	3092362	3096362	0.381	0.38	2.1428147912784095	2.1876024958642195	0.63025	0.63075
