chrom	start	end	gene	fixed_alu	category	width_kb	PLS_n	ELS_n	CTCF_n	active_all_n	alu_free
chr11	61159615	61163615	VPS37C	5	Housekeeping	4.0	2	8	0	11	False
chr11	61428042	61432042	SDHAF2	5	Housekeeping	4.0	4	5	0	9	False
chr11	61790802	61794802	TMEM258	4	Housekeeping	4.0	2	8	0	10	False
chr11	62572086	62576086	EEF1G	0	Housekeeping	4.0	2	8	0	10	True
chr11	62589637	62593637	TUT1	3	Housekeeping	4.0	1	8	0	9	False
chr11	62663210	62667210	C11orf98	4	Housekeeping	4.0	2	5	0	7	False
chr11	62677117	62681117	UBXN1	6	Housekeeping	4.0	2	8	0	10	False
chr11	62804302	62808302	NXF1	1	Housekeeping	4.0	2	9	0	11	False
chr11	62830051	62834051	STX5	4	Housekeeping	4.0	2	7	0	9	False
chr11	63983853	63987853	OTUB1	7	Housekeeping	4.0	3	4	0	7	False
chr11	64183272	64187272	STIP1	3	Housekeeping	4.0	4	6	0	10	False
chr11	64228278	64232278	DNAJC4	4	Housekeeping	4.0	3	7	0	11	False
chr11	64232584	64236584	VEGFB	2	Housekeeping	4.0	2	8	0	10	False
chr11	64244943	64248943	PPP1R14B	0	Housekeeping	4.0	3	7	0	10	True
chr11	64282704	64286704	BAD	4	Housekeeping	4.0	5	4	0	9	False
chr11	64316074	64320074	TRMT112	2	Housekeeping	4.0	2	10	0	12	False
chr11	64316121	64320121	PRDX5	2	Housekeeping	4.0	2	10	0	12	False
chr11	64915553	64919553	PPP2R5B	5	Housekeeping	4.0	1	10	0	11	False
chr11	65012160	65016160	ARL2	6	Housekeeping	4.0	1	8	0	9	False
chr11	65012182	65016182	ARL2-SNX15	6	Housekeeping	4.0	1	8	0	9	False
chr11	65082210	65086210	ZFPL1	1	Housekeeping	4.0	2	9	0	11	False
chr11	65120177	65124177	FAU	3	Housekeeping	4.0	2	9	0	11	False
chr11	65120183	65124183	MRPL49	3	Housekeeping	4.0	2	9	0	11	False
chr11	65570349	65574349	FAM89B	0	Housekeeping	4.0	2	8	0	10	True
chr11	65613382	65617382	MAP3K11	1	Housekeeping	4.0	2	7	0	9	False
chr11	65661090	65665090	RELA	4	Housekeeping	4.0	2	9	0	11	False
chr11	65855126	65859126	MUS81	0	Housekeeping	4.0	6	8	0	14	True
chr11	65860026	65864026	CFL1	0	Housekeeping	4.0	3	8	0	11	True
chr11	65888673	65892673	CCDC85B	1	Housekeeping	4.0	3	10	0	13	False
chr11	65917062	65921062	C11orf68	0	Housekeeping	4.0	3	8	0	11	True
chr11	65917274	65921274	DRAP1	0	Housekeeping	4.0	3	7	0	10	True
chr11	65959728	65963728	SART1	4	Housekeeping	4.0	1	9	0	10	False
chr11	66000228	66004228	BANF1	1	Housekeeping	4.0	3	6	0	9	False
chr11	66266590	66270590	RAB1B	2	Housekeeping	4.0	2	10	0	12	False
chr11	66287184	66291184	YIF1A	1	Housekeeping	4.0	1	10	0	11	False
chr11	66343125	66347125	BRMS1	0	Housekeeping	4.0	1	9	0	10	True
chr11	66614626	66618626	RBM14	3	Housekeeping	4.0	2	8	0	10	False
chr11	66614626	66618626	RBM14-RBM4	3	Housekeeping	4.0	2	8	0	10	False
chr11	66636667	66640667	RBM4	1	Housekeeping	4.0	3	8	0	12	False
chr11	67117263	67121263	KDM2A	0	Housekeeping	4.0	2	11	0	13	True
chr11	67264473	67268473	GRK2	0	Housekeeping	4.0	1	11	0	12	True
chr11	67419183	67423183	PPP1CA	4	Housekeeping	4.0	0	11	0	11	False
chr11	67506649	67510649	CDK2AP2	1	Housekeeping	4.0	3	8	0	11	False
chr11	68901835	68905835	MRPL21	1	Housekeeping	4.0	1	8	0	9	False
chr11	72078693	72082693	NUMA1	2	Housekeeping	4.0	2	7	0	9	False
chr11	72101297	72105297	LAMTOR1	0	Housekeeping	4.0	2	5	0	7	True
chr11	73596189	73600189	FAM168A	3	Housekeeping	4.0	1	7	0	9	False
chr11	73759137	73763137	RAB6A	3	Housekeeping	4.0	3	7	0	10	False
chr11	73874901	73878901	COA4	3	Housekeeping	4.0	1	6	0	7	False
chr11	74947261	74951261	SPCS2	3	Housekeeping	4.0	1	8	0	9	False
chr11	75397515	75401515	RPS3	6	Housekeeping	4.0	3	6	0	9	False
chr11	76379132	76383132	THAP12	0	Housekeeping	4.0	3	8	0	11	True
chr11	77635794	77639794	CLNS1A	4	Housekeeping	4.0	1	6	0	7	False
chr11	82968584	82972584	PRCP	1	Housekeeping	4.0	0	6	0	6	False
chr11	86067882	86071882	PICALM	0	Housekeeping	4.0	3	6	0	9	True
chr11	106073501	106077501	AASDHPPT	0	Housekeeping	4.0	1	5	0	6	True
chr11	108006898	108010898	CUL5	6	Housekeeping	4.0	2	6	0	8	False
chr11	110427948	110431948	FDX1	2	Housekeeping	4.0	1	10	0	11	False
chr11	117230525	117234525	PCSK7	0	Housekeeping	4.0	3	8	0	11	True
chr11	118399346	118403346	ATP5MG	4	Housekeeping	4.0	3	9	0	12	False
chr11	119016691	119020691	RPS25	3	Housekeeping	4.0	3	9	0	12	False
chr11	130914479	130918479	SNX19	0	Housekeeping	4.0	1	6	0	7	True
chr11	134222671	134226671	VPS26B	1	Housekeeping	4.0	3	7	0	10	False
chr12	750579	754579	WNK1	0	Housekeeping	4.0	2	10	0	12	True
chr12	1686574	1690574	ADIPOR2	4	Housekeeping	4.0	0	3	0	3	False
chr12	6491841	6495841	MRPL51	0	Housekeeping	4.0	4	6	0	10	True
chr12	6532512	6536512	GAPDH	0	Housekeeping	4.0	5	8	0	13	True
chr12	6765475	6769475	MLF2	0	Housekeeping	4.0	2	9	0	11	True
chr12	6865119	6869119	TPI1	1	Housekeeping	4.0	3	7	0	10	False
chr12	8030716	8034716	FOXJ2	4	Housekeeping	4.0	3	8	0	11	False
chr12	8947761	8951761	M6PR	1	Housekeeping	4.0	2	9	0	11	False
chr12	12811316	12815316	DDX47	3	Housekeeping	4.0	1	7	0	8	False
chr12	15880387	15884387	STRAP	1	Housekeeping	4.0	2	6	0	8	False
chr12	22044218	22048218	CMAS	1	Housekeeping	4.0	1	9	0	10	False
chr12	27020546	27024546	MED21	2	Housekeeping	4.0	1	8	0	9	False
chr12	42324257	42328257	ZCRB1	1	Housekeeping	4.0	2	6	0	8	False
chr12	46370773	46374773	SLC38A2	0	Housekeeping	4.0	2	9	0	11	True
chr12	48850842	48854842	DDX23	4	Housekeeping	4.0	1	8	0	9	False
chr12	49566145	49570145	MCRS1	3	Housekeeping	4.0	2	5	0	7	False
chr12	49705725	49709725	TMBIM6	1	Housekeeping	4.0	1	8	1	9	False
chr12	51081664	51085664	CSRNP2	4	Housekeeping	4.0	1	8	0	10	False
chr12	52067246	52071246	ATG101	4	Housekeeping	4.0	2	9	0	11	False
chr12	53004282	53008282	EIF4B	2	Housekeeping	4.0	1	10	0	11	False
chr12	53077404	53081404	SPRYD3	4	Housekeeping	4.0	1	5	0	6	False
chr12	53293291	53297291	PFDN5	4	Housekeeping	4.0	2	3	0	5	False
chr12	53378176	53382176	SP1	2	Housekeeping	4.0	2	11	0	13	False
chr12	53450102	53454102	PCBP2	5	Housekeeping	4.0	2	7	0	9	False
chr12	53725745	53729745	CALCOCO1	0	Housekeeping	4.0	1	9	0	10	True
chr12	55727707	55731707	CD63	2	Housekeeping	4.0	6	3	0	9	False
chr12	55815724	55819724	SARNP	1	Housekeeping	4.0	2	6	0	8	False
chr12	56102537	56106537	PA2G4	1	Housekeeping	4.0	2	7	0	9	False
chr12	56114590	56118590	RPL41	3	Housekeeping	4.0	2	8	0	11	False
chr12	56116250	56120250	ESYT1	0	Housekeeping	4.0	3	10	0	13	True
chr12	56156346	56160346	MYL6	4	Housekeeping	4.0	1	11	0	12	False
chr12	56256384	56260384	ANKRD52	3	Housekeeping	4.0	1	11	0	12	False
chr12	56686408	56690408	PTGES3	6	Housekeeping	4.0	2	11	0	13	False
chr12	56729628	56733628	NACA	9	Housekeeping	4.0	0	1	0	1	False
chr12	57545224	57549224	DCTN2	0	Housekeeping	4.0	2	9	0	12	True
chr12	57691841	57695841	OS9	2	Housekeeping	4.0	2	5	0	9	False
chr12	57754013	57758013	CDK4	1	Housekeeping	4.0	2	7	0	9	False
chr12	57844729	57848729	CTDSP2	1	Housekeeping	4.0	2	11	0	13	False
chr12	64402392	64406392	XPOT	5	Housekeeping	4.0	1	8	0	11	False
chr12	66168027	66172027	TMBIM4	3	Housekeeping	4.0	2	5	0	7	False
chr12	67267358	67271358	CAND1	1	Housekeeping	4.0	2	8	0	10	False
chr12	69583426	69587426	CCT2	3	Housekeeping	4.0	3	2	0	5	False
chr12	74535835	74539835	ATXN7L3B	2	Housekeeping	4.0	2	7	0	10	False
chr12	76082735	76086735	NAP1L1	0	Housekeeping	4.0	1	10	0	11	True
chr12	92143846	92147846	BTG1	0	Housekeeping	4.0	3	9	0	12	True
chr12	95001748	95005748	NDUFA12	5	Housekeeping	4.0	1	6	0	7	False
chr12	95856952	95860952	SNRPF	2	Housekeeping	4.0	1	8	0	10	False
chr12	98591591	98595591	SLC25A3	2	Housekeeping	4.0	1	7	0	8	False
chr12	101405772	101409772	ARL1	2	Housekeeping	4.0	4	6	0	10	False
chr12	102060149	102064149	WASHC3	4	Housekeeping	4.0	3	4	0	8	False
chr12	103928107	103932107	HSP90B1	1	Housekeeping	4.0	2	9	0	11	False
chr12	104136241	104140241	NFYB	2	Housekeeping	4.0	1	8	0	10	False
chr12	107683799	107687799	PWP1	4	Housekeeping	4.0	2	7	0	10	False
chr12	107759272	107763272	PRDM4	3	Housekeeping	4.0	1	8	0	10	False
chr12	108559400	108563400	SART3	1	Housekeeping	4.0	3	9	0	12	False
chr12	108560582	108564582	ISCU	0	Housekeeping	4.0	3	9	0	12	True
chr12	109475359	109479359	KCTD10	2	Housekeeping	4.0	3	9	0	12	False
chr12	110448422	110452422	ARPC3	5	Housekeeping	4.0	1	7	0	8	False
chr12	110467268	110471268	GPN3	5	Housekeeping	4.0	2	4	0	7	False
chr12	110500111	110504111	VPS29	2	Housekeeping	4.0	4	3	0	8	False
chr12	110581318	110585318	PPTC7	2	Housekeeping	4.0	1	10	0	12	False
chr12	110740939	110744939	PPP1CC	0	Housekeeping	4.0	3	9	0	12	True
chr12	112011348	112015348	ERP29	4	Housekeeping	4.0	1	10	0	11	False
chr12	117188470	117192470	FBXO21	3	Housekeeping	4.0	1	8	0	9	False
chr12	118060430	118064430	WSB2	1	Housekeeping	4.0	3	10	0	13	False
chr12	118134124	118138124	PEBP1	7	Housekeeping	4.0	1	8	0	10	False
chr12	120115502	120119502	RAB35	2	Housekeeping	4.0	2	9	0	11	False
chr12	120192715	120196715	GCN1	8	Housekeeping	4.0	1	9	0	10	False
chr12	120199235	120203235	RPLP0	5	Housekeeping	4.0	1	8	0	9	False
chr12	120436090	120440090	COX6A1	6	Housekeeping	4.0	2	5	1	7	False
chr12	120444384	120448384	TRIAP1	5	Housekeeping	4.0	1	7	0	9	False
chr12	120467850	120471850	DYNLL1	6	Housekeeping	4.0	2	10	0	12	False
chr12	120493946	120497946	SRSF9	2	Housekeeping	4.0	2	8	0	10	False
chr12	120531480	120535480	RNF10	7	Housekeeping	4.0	3	5	0	9	False
chr12	120685149	120689149	MLEC	1	Housekeeping	4.0	2	10	0	12	False
chr12	120902358	120906358	SPPL3	1	Housekeeping	4.0	2	7	0	9	False
chr12	122525000	122529000	RSRC2	4	Housekeeping	4.0	3	4	0	8	False
chr12	122894127	122898127	VPS37B	2	Housekeeping	4.0	1	8	0	9	False
chr12	123270334	123274334	CDK2AP1	4	Housekeeping	4.0	4	7	0	11	False
chr12	123456088	123460088	SNRNP35	10	Housekeeping	4.0	2	5	0	8	False
chr12	123582533	123586533	TMED2	6	Housekeeping	4.0	3	7	0	10	False
chr12	124915368	124919368	UBC	4	Housekeeping	4.0	1	10	0	11	False
chr12	131709081	131713081	SFSWAP	0	Housekeeping	4.0	2	6	0	8	True
chr12	131892622	131896622	ULK1	0	Housekeeping	4.0	2	11	0	13	True
chr12	132142319	132146319	DDX51	0	Housekeeping	4.0	1	10	0	11	True
chr12	132708819	132712819	PGAM5	6	Housekeeping	4.0	2	4	0	8	False
chr12	132827143	132831143	GOLGA3	4	Housekeeping	4.0	2	6	0	8	False
chr13	19631659	19635659	MPHOSPH8	2	Housekeeping	4.0	1	7	1	8	False
chr13	21138119	21142119	SAP18	5	Housekeeping	4.0	2	9	0	11	False
chr13	21174658	21178658	MRPL57	6	Housekeeping	4.0	1	9	0	12	False
chr13	25299524	25303524	NUP58	1	Housekeeping	4.0	2	5	0	7	False
chr13	26220314	26224314	RNF6	1	Housekeeping	4.0	3	7	0	10	False
chr13	27169811	27173811	USP12	1	Housekeeping	4.0	3	7	0	10	False
chr13	27249362	27253362	RPL21	1	Housekeeping	4.0	3	5	0	8	False
chr13	27422619	27426619	GTF3A	2	Housekeeping	4.0	1	11	0	12	False
chr13	27618742	27622742	POLR1D	0	Housekeeping	4.0	4	8	0	12	True
chr13	29848617	29852617	UBL3	0	Housekeeping	4.0	1	10	0	11	True
chr13	30615597	30619597	HMGB1	0	Housekeeping	4.0	2	12	0	14	True
chr13	30615693	30619693	USPL1	0	Housekeeping	4.0	2	12	0	14	True
chr13	45118510	45122510	GTF2F2	3	Housekeeping	4.0	1	7	0	8	False
chr13	45339284	45343284	TPT1	4	Housekeeping	4.0	4	5	0	9	False
chr13	46795420	46799420	ESD	1	Housekeeping	4.0	2	7	0	9	False
chr13	48035726	48039726	NUDT15	3	Housekeeping	4.0	2	8	0	10	False
chr13	48093131	48097131	MED4	2	Housekeeping	4.0	1	6	0	8	False
chr13	48230612	48234612	ITM2B	0	Housekeeping	4.0	2	9	0	11	True
chr13	52448634	52452634	VPS36	3	Housekeeping	4.0	2	7	0	9	False
chr13	52650709	52654709	SUGT1	0	Housekeeping	4.0	3	7	0	10	True
chr13	75547439	75551439	COMMD6	1	Housekeeping	4.0	2	4	0	7	False
chr13	97951658	97955658	IPO5	5	Housekeeping	4.0	1	4	0	5	False
chr13	98575940	98579940	STK24	0	Housekeeping	4.0	1	8	0	9	True
chr13	102594958	102598958	TPP2	1	Housekeeping	4.0	1	7	0	9	False
chr13	110913069	110917069	ANKRD10	0	Housekeeping	4.0	3	9	0	12	True
chr13	113206715	113210715	PCID2	0	Housekeeping	4.0	3	6	0	9	True
chr13	113295239	113299239	LAMP1	2	Housekeeping	4.0	1	9	0	10	False
chr13	113582721	113586721	TFDP1	0	Housekeeping	4.0	1	8	0	10	True
chr13	114232887	114236887	CDC16	0	Housekeeping	4.0	1	4	0	7	True
chr14	20459465	20463465	PIP4P1	2	Housekeeping	4.0	1	5	0	6	False
chr14	21474960	21478960	RAB2B	3	Housekeeping	4.0	2	7	0	9	False
chr14	22587224	22591224	DAD1	3	Housekeeping	4.0	2	6	0	9	False
chr14	22596290	22600290	ABHD4	3	Housekeeping	4.0	2	7	0	9	False
chr14	23033230	23037230	PSMB5	7	Housekeeping	4.0	3	6	0	11	False
chr14	23093505	23097505	C14orf119	2	Housekeeping	4.0	2	9	0	11	False
chr14	23296790	23300790	BCL2L2	1	Housekeeping	4.0	1	8	0	11	False
chr14	23304833	23308833	BCL2L2-PABPN1	2	Housekeeping	4.0	2	7	0	10	False
chr14	23319457	23323457	PABPN1	0	Housekeeping	4.0	3	6	0	9	True
chr14	23467679	23471679	NGDN	3	Housekeeping	4.0	0	4	0	5	False
chr14	24112195	24116195	DCAF11	0	Housekeeping	4.0	3	6	0	9	True
chr14	24134163	24138163	PSME1	3	Housekeeping	4.0	2	6	0	10	False
chr14	24145570	24149570	PSME2	1	Housekeeping	4.0	3	8	0	12	False
chr14	24211830	24215830	CHMP4A	6	Housekeeping	4.0	2	9	0	11	False
chr14	24230352	24234352	NEDD8-MDP1	3	Housekeeping	4.0	3	7	0	10	False
chr14	24230367	24234367	NEDD8	3	Housekeeping	4.0	3	7	0	10	False
chr14	24297850	24301850	NOP9	2	Housekeeping	4.0	2	5	0	8	False
chr14	24427286	24431286	KHNYN	0	Housekeeping	4.0	4	8	0	12	True
chr14	31024401	31028401	STRN3	2	Housekeeping	4.0	6	5	0	11	False
chr14	31205804	31209804	HECTD1	2	Housekeeping	4.0	2	10	0	13	False
chr14	34537704	34541704	EAPP	3	Housekeeping	4.0	1	7	0	8	False
chr14	35276633	35280633	PSMA6	6	Housekeeping	4.0	0	2	0	3	False
chr14	39173183	39177183	PNN	4	Housekeeping	4.0	4	6	0	11	False
chr14	49597164	49601164	RPS29	3	Housekeeping	4.0	5	6	0	11	False
chr14	49618626	49622626	RPL36AL	1	Housekeeping	4.0	2	10	0	12	False
chr14	50666306	50670306	SAV1	0	Housekeeping	4.0	1	10	0	11	True
chr14	51987514	51991514	RTRAF	1	Housekeeping	4.0	2	4	0	6	False
chr14	55049647	55053647	MAPK1IP1L	2	Housekeeping	4.0	1	9	0	11	False
chr14	55557072	55561072	KTN1	2	Housekeeping	4.0	0	3	0	3	False
chr14	58242843	58246843	PSMA3	1	Housekeeping	4.0	1	9	0	10	False
chr14	60732742	60736742	MNAT1	1	Housekeeping	4.0	1	3	1	5	False
chr14	63541377	63545377	PPP2R5E	0	Housekeeping	4.0	1	9	0	10	True
chr14	67358328	67362328	EIF2S1	2	Housekeeping	4.0	3	5	0	8	False
chr14	67672820	67676820	VTI1B	4	Housekeeping	4.0	1	8	0	9	False
chr14	68794253	68798253	ZFP36L1	0	Housekeeping	4.0	4	8	0	12	True
chr14	69151150	69155150	DCAF5	0	Housekeeping	4.0	3	10	0	13	True
chr14	69396299	69400299	ERH	3	Housekeeping	4.0	4	8	0	12	False
chr14	69609596	69613596	SUSD6	1	Housekeeping	4.0	1	10	0	11	False
chr14	73056532	73060532	RBM25	4	Housekeeping	4.0	2	7	0	9	False
chr14	73464167	73468167	NUMB	2	Housekeeping	4.0	0	9	0	9	False
chr14	74491756	74495756	ISCA2	0	Housekeeping	4.0	2	7	0	9	True
chr14	74711144	74715144	FCF1	3	Housekeeping	4.0	2	5	0	8	False
chr14	74879891	74883891	DLST	4	Housekeeping	4.0	2	9	0	11	False
chr14	75174612	75178612	TMED10	2	Housekeeping	4.0	3	4	1	8	False
chr14	77096126	77100126	CIPC	1	Housekeeping	4.0	1	9	0	10	False
chr14	77455870	77459870	AHSA1	0	Housekeeping	4.0	3	5	0	9	True
chr14	77706071	77710071	SLIRP	1	Housekeeping	4.0	1	6	0	7	False
chr14	92119917	92123917	NDUFB1	7	Housekeeping	4.0	3	7	0	10	False
chr14	92792305	92796305	GOLGA5	2	Housekeeping	4.0	1	7	0	8	False
chr14	93114320	93118320	ITPK1	4	Housekeeping	4.0	2	6	0	9	False
chr14	93182923	93186923	MOAP1	2	Housekeeping	4.0	3	7	0	10	False
chr14	96499433	96503433	PAPOLA	4	Housekeeping	4.0	1	9	0	10	False
chr14	99478889	99482889	SETD3	0	Housekeeping	4.0	2	8	0	10	True
chr14	103713730	103717730	ZFYVE21	2	Housekeeping	4.0	2	9	0	11	False
chr14	105246533	105250533	BTBD6	1	Housekeeping	4.0	5	5	0	10	False
chr15	34099862	34103862	EMC7	2	Housekeeping	4.0	1	7	0	8	False
chr15	34223013	34227013	EMC4	7	Housekeeping	4.0	1	5	0	6	False
chr15	40037181	40041181	SRP14	1	Housekeeping	4.0	2	8	0	10	False
chr15	41406408	41410408	RTF1	9	Housekeeping	4.0	0	7	0	7	False
chr15	42206307	42210307	VPS39	0	Housekeeping	4.0	1	5	0	7	True
chr15	42271534	42275534	TMEM87A	2	Housekeeping	4.0	3	8	0	11	False
chr15	43744394	43748394	PDIA3	2	Housekeeping	4.0	4	5	0	9	False
chr15	43775087	43779087	SERF2	5	Housekeeping	4.0	1	9	0	10	False
chr15	43822690	43826690	MFAP1	9	Housekeeping	4.0	1	5	0	8	False
chr15	44535125	44539125	EIF3J	3	Housekeeping	4.0	4	6	0	10	False
chr15	48329011	48333011	DUT	3	Housekeeping	4.0	7	5	0	12	False
chr15	48876134	48880134	EID1	0	Housekeeping	4.0	1	4	0	5	True
chr15	49044447	49048447	SECISBP2L	0	Housekeeping	4.0	1	8	0	9	True
chr15	49153661	49157661	COPS2	0	Housekeeping	4.0	2	7	0	9	True
chr15	52567883	52571883	ARPP19	5	Housekeeping	4.0	3	4	0	7	False
chr15	55195049	55199049	RSL24D1	0	Housekeeping	4.0	4	6	0	10	True
chr15	58931679	58935679	SLTM	3	Housekeeping	4.0	1	7	0	8	False
chr15	64092123	64096123	SNX1	1	Housekeeping	4.0	3	9	0	12	False
chr15	64092262	64096262	CIAO2A	1	Housekeeping	4.0	3	10	0	13	False
chr15	64161134	64165134	PPIB	5	Housekeeping	4.0	0	8	0	8	False
chr15	64385748	64389748	TRIP4	6	Housekeeping	4.0	1	8	0	9	False
chr15	64701281	64705281	OAZ2	1	Housekeeping	4.0	2	8	0	10	False
chr15	65131808	65135808	PDCD7	6	Housekeeping	4.0	1	7	0	8	False
chr15	65183342	65187342	CLPX	5	Housekeeping	4.0	2	9	0	11	False
chr15	65724054	65728054	RAB11A	8	Housekeeping	4.0	0	4	0	4	False
chr15	66522532	66526532	RPL4	4	Housekeeping	4.0	0	1	0	2	False
chr15	69450814	69454814	RPLP1	3	Housekeeping	4.0	2	9	0	11	False
chr15	73632134	73636134	NPTN	2	Housekeeping	4.0	1	6	0	7	False
chr15	74459182	74463182	UBL7	4	Housekeeping	4.0	2	9	0	11	False
chr15	74936083	74940083	COX5A	6	Housekeeping	4.0	2	7	0	10	False
chr15	75646706	75650706	IMP3	0	Housekeeping	4.0	3	9	0	12	True
chr15	77081984	77085984	TSPAN3	3	Housekeeping	4.0	1	8	0	9	False
chr15	78808487	78812487	MORF4L1	1	Housekeeping	4.0	3	8	0	11	False
chr15	82807628	82811628	WHAMM	1	Housekeeping	4.0	1	10	0	11	False
chr15	82984210	82988210	RAMAC	5	Housekeeping	4.0	1	4	0	6	False
chr15	83065252	83069252	BTBD1	3	Housekeeping	4.0	2	9	0	11	False
chr15	84714460	84718460	SEC11A	2	Housekeeping	4.0	2	8	0	10	False
chr15	88465390	88469390	MRPL46	1	Housekeeping	4.0	2	9	0	11	False
chr15	89892638	89896638	AP3S2	4	Housekeeping	4.0	2	6	0	9	False
chr15	89910882	89914882	ARPIN-AP3S2	3	Housekeeping	4.0	1	7	0	8	False
chr15	90232047	90236047	CIB1	4	Housekeeping	4.0	2	8	0	10	False
chr15	90263659	90267659	NGRN	4	Housekeeping	4.0	2	6	0	8	False
chr15	90527923	90531923	CRTC3	3	Housekeeping	4.0	1	7	0	8	False
chr15	90866588	90870588	FURIN	1	Housekeeping	4.0	1	8	0	9	False
chr15	101275500	101279500	SELENOS	4	Housekeeping	4.0	2	5	0	8	False
chr16	232521	236521	FAM234A	10	Housekeeping	4.0	2	4	0	7	False
chr16	369289	373289	MRPL28	0	Housekeeping	4.0	3	9	0	12	True
chr16	666100	670100	RHOT2	0	Housekeeping	4.0	1	9	0	10	True
chr16	1289444	1293444	UBE2I	7	Housekeeping	4.0	0	6	0	7	False
chr16	1349878	1353878	TSR3	2	Housekeeping	4.0	1	6	0	7	False
chr16	1825157	1829157	HAGH	3	Housekeeping	4.0	2	10	0	12	False
chr16	1957538	1961538	NDUFB10	1	Housekeeping	4.0	1	10	0	11	False
chr16	1962841	1966841	RPS2	3	Housekeeping	4.0	7	5	0	12	False
chr16	2221580	2225580	E4F1	10	Housekeeping	4.0	1	6	0	7	False
chr16	2266397	2270397	RNPS1	1	Housekeeping	4.0	6	7	0	13	False
chr16	2535979	2539979	PDPK1	4	Housekeeping	4.0	2	10	0	13	False
chr16	2680523	2684523	KCTD5	4	Housekeeping	4.0	3	3	0	6	False
chr16	2775289	2779289	ELOB	2	Housekeeping	4.0	3	10	0	13	False
chr16	4353607	4357607	PAM16	7	Housekeeping	4.0	0	6	0	6	False
chr16	4418494	4422494	CORO7-PAM16	9	Housekeeping	4.0	0	5	0	5	False
chr16	4423805	4427805	DNAJA3	5	Housekeeping	4.0	2	7	0	10	False
chr16	4614493	4618493	MGRN1	5	Housekeeping	4.0	1	10	0	11	False
chr16	4691562	4695562	NUDT16L1	0	Housekeeping	4.0	1	12	0	13	True
chr16	10741786	10745786	NUBP1	3	Housekeeping	4.0	2	8	0	10	False
chr16	10940468	10944468	DEXI	0	Housekeeping	4.0	3	8	0	11	True
chr16	11914082	11918082	GSPT1	3	Housekeeping	4.0	2	9	0	11	False
chr16	14630931	14634931	BFAR	6	Housekeeping	4.0	1	10	0	11	False
chr16	14831721	14835721	NOMO1	3	Housekeeping	4.0	1	1	0	2	False
chr16	14920802	14924802	NPIPA1	0	Housekeeping	4.0	0	0	0	0	True
chr16	15092311	15096311	RRN3	7	Housekeeping	4.0	2	5	0	8	False
chr16	18788383	18792383	RPS15A	4	Housekeeping	4.0	2	8	0	10	False
chr16	19520123	19524123	GDE1	3	Housekeeping	4.0	3	8	0	11	False
chr16	21446567	21450567	NPIPB3	1	Housekeeping	4.0	0	0	0	0	False
chr16	21595218	21599218	METTL9	5	Housekeeping	4.0	0	8	0	8	False
chr16	23519995	23523995	GGA2	4	Housekeeping	4.0	0	5	0	5	False
chr16	23555721	23559721	UBFD1	3	Housekeeping	4.0	1	10	0	11	False
chr16	23594316	23598316	NDUFAB1	6	Housekeeping	4.0	1	8	0	10	False
chr16	25109731	25113731	LCMT1	3	Housekeeping	4.0	1	8	0	9	False
chr16	27266772	27270772	NSMCE1	2	Housekeeping	4.0	2	6	0	8	False
chr16	28551915	28555915	SGF29	6	Housekeeping	4.0	2	6	0	8	False
chr16	28948807	28952807	NFATC2IP	6	Housekeeping	4.0	1	10	0	11	False
chr16	29804106	29808106	MAZ	0	Housekeeping	4.0	4	7	0	11	True
chr16	29861414	29865414	CDIPT	2	Housekeeping	4.0	5	4	0	10	False
chr16	29938885	29942885	TMEM219	8	Housekeeping	4.0	1	1	0	3	False
chr16	30353308	30357308	CD2BP2	0	Housekeeping	4.0	4	8	0	12	True
chr16	30368494	30372494	TBC1D10B	0	Housekeeping	4.0	1	11	0	12	True
chr16	30428030	30432030	DCTPP1	3	Housekeeping	4.0	3	3	0	7	False
chr16	30524821	30528821	ZNF768	1	Housekeeping	4.0	3	7	0	11	False
chr16	30656431	30660431	FBRS	2	Housekeeping	4.0	0	11	0	11	False
chr16	30892302	30896302	BCL7C	0	Housekeeping	4.0	3	8	0	11	True
chr16	31093980	31097980	VKORC1	8	Housekeeping	4.0	3	5	0	8	False
chr16	46971674	46975674	DNAJA2	2	Housekeeping	4.0	2	7	0	9	False
chr16	48242300	48246300	LONP2	2	Housekeeping	4.0	1	8	0	9	False
chr16	48618148	48622148	N4BP1	6	Housekeeping	4.0	0	5	0	6	False
chr16	56450199	56454199	NUDT21	1	Housekeeping	4.0	2	7	0	9	False
chr16	56930142	56934142	HERPUD1	1	Housekeeping	4.0	1	10	0	11	False
chr16	57243259	57247259	ARL2BP	4	Housekeeping	4.0	1	3	0	6	False
chr16	57460660	57464660	POLR2C	1	Housekeeping	4.0	1	4	0	5	False
chr16	57997546	58001546	USB1	0	Housekeeping	4.0	3	9	0	12	True
chr16	58196106	58200106	CSNK2A2	1	Housekeeping	4.0	4	5	0	9	False
chr16	66749609	66753609	DYNC1LI2	1	Housekeeping	4.0	2	9	0	11	False
chr16	66932423	66936423	CIAO2B	2	Housekeeping	4.0	2	9	0	11	False
chr16	67190155	67194155	E2F4	3	Housekeeping	4.0	2	6	0	8	False
chr16	67225103	67229103	TMEM208	0	Housekeeping	4.0	1	8	0	9	True
chr16	67479181	67483181	ATP6V0D1	2	Housekeeping	4.0	1	12	0	13	False
chr16	67804560	67808560	RANBP10	4	Housekeeping	4.0	2	8	0	10	False
chr16	67840320	67844320	THAP11	3	Housekeeping	4.0	1	8	0	9	False
